id,created_at,text
965633323526770693,2018-02-19 17:04:59,b'Encrypted Attacks Continue to Dog Perimeter Defenses https://t.co/PfegyDAhZb'
965627081790050304,2018-02-19 16:40:11,b'Doing security on a budget: 7 Ways to Maximize Your Security Dollars https://t.co/g18gxMXNDz'
965617123799306240,2018-02-19 16:00:37,b'Russian Hackers Sentenced in Heartland Payment Systems Breach Case https://t.co/jJT8dV7j4P'
965611979787423746,2018-02-19 15:40:10,b'FedEx Customer Data Exposed on Unsecured S3 Server https://t.co/nu6CfRlhKp'
965609224972722176,2018-02-19 15:29:14,b'RT @kjhiggins: 13 Russians Indicted for Massive Operation to Sway US Election https://t.co/0qkx2M5rwd via @kellymsheridan'
965606430891003905,2018-02-19 15:18:07,b'Siemens Leads Launch of Global Cybersecurity Initiative https://t.co/4uNBnxsfwA'
964601703394930688,2018-02-16 20:45:42,b'13 Russians Indicted for Massive Operation to Sway US Election https://t.co/mlTB8KFbWi'
964545421937987584,2018-02-16 17:02:03,b'Doing security on a budget: 7 Ways to Maximize Your Security Dollars https://t.co/g18gxMXNDz'
964541262392184835,2018-02-16 16:45:31,b'FedEx Customer Data Exposed on Unsecured S3 Server https://t.co/nu6CfRlhKp'
964541262379606023,2018-02-16 16:45:31,b'Siemens Leads Launch of Global Cybersecurity Initiative https://t.co/raTmGCCLuu'
964526228542754816,2018-02-16 15:45:47,b'Russian Hackers Sentenced in Heartland Payment Systems Breach Case https://t.co/jJT8dV7j4P'
964526228073000960,2018-02-16 15:45:47,"b""Rise of the 'Hivenet': Botnets That Think for Themselves https://t.co/7xziw3mVg5"""
964314762900369408,2018-02-16 01:45:30,b'Cybercrime Gang Ramps up Ransomware Campaign https://t.co/RNK2ZJEkjR'
964284596698451968,2018-02-15 23:45:38,b'White House: Russian Military Behind NotPetya Attacks https://t.co/pKCXJ5vkpr'
964269548286435329,2018-02-15 22:45:50,b'IRS Reports Steep Decline in Tax-Related ID Theft https://t.co/fDZqpYZkt5'
